	Date	High	Low	Open	Close	Volume	Adj Close	Return	Intraday Return	Volume Return	Open-Close Movement	High-Low Ratio	vader compound	vader sentiment	Twitter Index	Close_TTI	Volume_TTI
0	2009-01-20	849.6400146484375	804.469970703125	849.6400146484375	805.219970703125	6375230000	805.219970703125		-0.05228101687712124		0.0	5.614882542580533	2.5999	positive	-13.59254157788275	848.0402145750492	16574960477.0
1	2009-01-21	841.719970703125	804.2999877929688	806.77001953125	840.239990234375	6467830000	840.239990234375	0.04349124562903017	0.04148638384278551	0.01452496615808374	0.19250004775359508	4.652490796728491	-2.4403	negative	-10.12392224915495	805.5151486257797	-15783445549.0
2	2009-01-22	839.739990234375	811.2899780273438	839.739990234375	827.5	5843830000	827.5	-0.015162323124874533	-0.014575928712122864	-0.09647748935887301	-0.05950680827040033	3.506762437298636	-0.4551000000000002	negative	0.663350515688712	839.8189849855364	-2659527033.0000014
3	2009-01-23	838.6099853515625	806.0700073242188	822.1599731445312	831.9500122070312	5832160000	831.9500122070312	0.005377658256231044	0.011907705777813346	-0.001996978009285	-0.6453204659176737	4.036867484421296	-2.7972	negative	-3.3308234601699493	821.7548423221889	-16313717952.0
4	2009-01-26	852.530029296875	827.6900024414062	832.5	836.5700073242188	6039940000	836.5700073242188	0.005553212391849582	0.004888897686749249	0.035626594606458006	0.06610827392257856	3.0011268448572594	7.4227	positive	3.628882085943365	832.9359017520653	44832662638.0
5	2009-01-27	850.4500122070312	835.4000244140625	837.2999877929688	845.7100219726562	5353260000	845.7100219726562	0.010925582519593302	0.01004423062498237	-0.11368987109143469	0.0872587425271022	1.8015306862750684	3.5726	positive	3.588401833081201	837.7285560343872	19125056676.0
6	2009-01-28	877.8599853515625	845.72998046875	845.72998046875	874.0900268554688	6199180000	874.0900268554688	0.03355760738960489	0.033533216323962	0.1580195992722191	0.0023599692063712243	3.799085479387202	-6.6133	negative	-22.17652195152579	843.1078052516394	-40997037094.0
7	2009-01-29	868.8900146484375	844.1500244140625	868.8900146484375	845.1400146484375	5067060000	845.1400146484375	-0.03312017219917118	-0.027333724176367147	-0.18262415351707806	-0.5949057931410393	2.930757509785942	-0.099	negative	0.27060386934603475	868.9211582759144	-501638940.0
8	2009-01-30	851.6599731445312	821.6699829101562	845.6900024414062	825.8800048828125	5350580000	825.8800048828125	-0.022789134855526583	-0.023424656199558525	0.0559535509743323	0.06507652973898469	3.6498826606951993	3.1216	positive	-7.31224067925419	844.8253545611966	16702370528.0
9	2009-02-02	830.780029296875	812.8699951171875	823.0900268554688	825.4400024414062	5673270000	825.4400024414062	-0.0005327680035899229	0.0028550650709684108	0.06030934964059975	-0.3378188127631969	2.203308559458576	-0.1582	negative	-0.045167129422720255	823.084539347669	-897511314.0
10	2009-02-03	842.5999755859375	821.97998046875	825.6900024414062	838.510009765625	5886310000	838.510009765625	0.01583398827965876	0.015526417040671994	0.03755153553418045	0.030286877212223094	2.5085763165945414	0.6128	positive	0.9514588362523798	825.805234409026	3607130768.0
11	2009-02-04	851.8499755859375	829.1799926757812	837.77001953125	832.22998046875	6420450000	832.22998046875	-0.007489510230927809	-0.0066128399600641815	0.09074275734713266	-0.0882506142749372	2.7340243506117097	0.9389	positive	-0.620879543850426	837.6959085545648	6028160505.0
12	2009-02-05	850.5499877929688	819.9099731445312	831.75	845.8499755859375	6624030000	845.8499755859375	0.016365662661559144	0.016952179844830176	0.03170805784641262	-0.05767401800156887	3.736997432892107	-0.1968	negative	-0.3336188993462579	831.7098895221706	-1303609104.0
13	2009-02-06	870.75	845.4199829101562	846.0900268554688	868.5999755859375	6484100000	868.5999755859375	0.026896022529575125	0.02660467328060582	-0.021124602394614778	0.028379887268420338	2.996146010489511	0.3211999999999999	positive	0.8545421057730586	846.1910258128668	2082692919.9999993
14	2009-02-09	875.010009765625	861.6500244140625	868.239990234375	869.8900146484375	5574370000	869.8900146484375	0.0014851935283901607	0.0019004243442151151	-0.14030166098610453	-0.041444319788250306	1.5505118056077964	16.757	positive	3.1845410736012685	868.6067714365104	93409718090.00002
15	2009-02-10	868.0499877929688	822.989990234375	866.8699951171875	827.1599731445312	6770170000	827.1599731445312	-0.04912120013376109	-0.045808508999423916	0.21451751498375593	-0.3471725712900071	5.475157425154266	0.0375000000000002	positive	-0.1717819087478406	866.8501787768232	253881375.00000134
16	2009-02-11	838.219970703125	822.2999877929688	827.4099731445312	833.739990234375	5926460000	833.739990234375	0.007954951041488467	0.0076503997961093325	-0.12462168601379287	0.03022389962241524	1.936031028394523	3.7793	positive	2.8913155949436002	827.7594148588914	22397870278.0
17	2009-02-12	835.47998046875	808.0599975585938	829.9099731445312	835.1900024414062	6476460000	835.1900024414062	0.0017391659558319006	0.006362171160407862	0.09280413602724047	-0.45937787975926203	3.3933102731233746	1.6433	positive	1.045495586789824	830.0359501324723	10642766718.0
18	2009-02-13	839.4299926757812	825.2100219726562	833.9500122070312	826.8400268554688	5296650000	826.8400268554688	-0.00999769580757559	-0.008525673298746135	-0.18216896267405347	-0.14846804089492113	1.7231941353708118	-2.5224	negative	2.1505158328757252	834.207883278606	-13360269960.000002
19	2009-02-17	818.6099853515625	789.1699829101562	818.6099853515625	789.1699829101562	5907820000	789.1699829101562	-0.0455590473632177	-0.03596340500142185	0.11538802828202721	-0.9953607997432927	3.730502056457192	-1.8569	negative	6.678044674714023	819.4257639023025	-10970230958.0
20	2009-02-18	796.1699829101562	780.4299926757812	791.0599975585938	788.4199829101562	5740710000	788.4199829101562	-0.000950365594538094	-0.0033373127911729026	-0.02828623756309434	0.23949398600639255	2.016835639595153	3.5623	positive	-1.1888509355995232	790.9097117472434	20450131233.0
21	2009-02-19	797.5800170898438	777.030029296875	787.9099731445312	778.9400024414062	5746940000	778.9400024414062	-0.01202402358417931	-0.011384512201725339	0.0010852316176919174	-0.06468757472920594	2.644683862676991	-0.6869999999999998	negative	0.7821159882585306	788.0092377832484	-3948147779.999999
22	2009-02-20	778.6900024414062	754.25	775.8699951171875	770.0499877929688	8210590000	770.0499877929688	-0.01141296456796903	-0.007501266141036547	0.42868900667137644	-0.3941262888793137	3.240305262367418	2.5927	positive	-1.9448532723865455	775.6193277006581	21287596693.0
23	2009-02-23	777.8499755859375	742.3699951171875	773.25	743.3300170898438	6509300000	743.3300170898438	-0.034699008021163436	-0.038693802664282254	-0.2072067902550243	0.4155590231489734	4.779285356643391	4.6568000000000005	positive	-18.01893002470296	770.9197148367665	30312508240.000004
24	2009-02-24	775.489990234375	744.6900024414062	744.6900024414062	773.1400146484375	7234490000	773.1400146484375	0.04010331464253336	0.0382038326199629	0.11140829275037256	0.18295848684906846	4.135947534140846	3.6454	positive	13.926825143281276	746.5601531212359	26372609846.0
25	2009-02-25	780.1199951171875	752.8900146484375	770.6400146484375	764.9000244140625	7483640000	764.9000244140625	-0.010657824039959851	-0.0074483418006701324	0.03443919336401047	-0.32335669511774023	3.6167275350922354	-5.9424	negative	4.42610263163022	771.214355786647	-44470782336.0
26	2009-02-26	779.4199829101562	751.75	765.760009765625	752.8300170898438	7599970000	752.8300170898438	-0.01577984957375933	-0.016885176179073015	0.015544574565318436	0.11243107911014592	3.680742655158796	3.6166	positive	-6.106692816923547	764.9625415328829	27486051502.0
27	2009-02-27	751.27001953125	734.52001953125	749.9299926757812	735.0900268554688	8926480000	735.0900268554688	-0.023564403426620917	-0.019788468210696426	0.17454147845320445	-0.38521636335289844	2.2804007453315402	8.52	positive	-16.859774915513356	747.6818128349728	76053609600.0
28	2009-03-02	729.5700073242188	699.7000122070312	729.5700073242188	700.8200073242188	7868290000	700.8200073242188	-0.04662016661802437	-0.03940677345748341	-0.11854504799204169	-0.750931087293248	4.268971644429441	0.0875	positive	-0.3448092677529798	729.522745339174	688475375.0
29	2009-03-03	711.6699829101562	692.2999877929688	704.4400024414062	696.3300170898438	7583230000	696.3300170898438	-0.006406766626880556	-0.011512670097460955	-0.036228964616199955	0.5165370679140429	2.797919320920177	2.6549000000000005	positive	-3.0564987841749094	704.0061118654052	20132717327.000004
30	2009-03-04	724.1199951171875	698.5999755859375	698.5999755859375	712.8699951171875	7673620000	712.8699951171875	0.02375307342984989	0.020426596092107348	0.0119197228621577	0.3259888903799575	3.6530232497997965	3.363	positive	6.869464265775701	699.5832942956202	25806384060.0
31	2009-03-05	708.27001953125	677.9299926757812	708.27001953125	682.5499877929688	7507250000	682.5499877929688	-0.04253230958224652	-0.03631387892897596	-0.021680771265712884	-0.6452755225279635	4.475392324171563	2.8838	positive	-10.472196405538087	706.7914596435296	21649407550.0
32	2009-03-06	699.0900268554688	666.7899780273438	684.0399780273438	683.3800048828125	7331830000	683.3800048828125	0.0012160531897855709	-0.0009648166272890973	-0.0233667454793699	0.2182975988605459	4.8441113232809325	6.0438	positive	-0.5831158732009846	683.9547321510892	44312114154.0
33	2009-03-09	695.27001953125	672.8800048828125	680.760009765625	676.530029296875	7277320000	676.530029296875	-0.010023669901070842	-0.006213614795331935	-0.007434705932898078	-0.38338773427191253	3.327489966407443	-3.0798	negative	1.9136690846663296	681.0411175065638	-22412690136.0
34	2009-03-10	719.5999755859375	679.280029296875	679.280029296875	719.5999755859375	8618330000	719.5999755859375	0.06366302222212594	0.05935688456908973	0.18427250691188513	0.40648602144949936	5.935688456908974	4.801	positive	28.497240281619984	683.4752417354208	41376602330.0
