month/day	vader compound	vader sentiment
2010-08-25	1.5268	positive
2010-08-26	0.09570000000000001	positive
2010-08-27	-1.3860999999999999	negative
2010-08-28	0.35090000000000005	positive
2010-08-29	1.6571	positive
2010-08-30	1.0966999999999998	positive
2010-08-31	-1.4902000000000002	negative
2010-09-01	-1.5131000000000001	negative
2010-09-02	-1.0861	negative
2010-09-03	0.5021	positive
2010-09-04	2.0732	positive
2010-09-05	0.2851	positive
2010-09-06	-2.1372	negative
2010-09-07	2.1559	positive
2010-09-08	3.3918999999999997	positive
2010-09-09	-0.5982999999999999	negative
2010-09-10	1.4813	positive
2010-09-11	-2.2683999999999997	negative
2010-09-12	0.12879999999999991	positive
2010-09-13	-2.8392	negative
2010-09-14	-0.7858	negative
2010-09-15	1.2259000000000002	positive
2010-09-16	0.9023000000000001	positive
2010-09-17	0.38779999999999987	positive
2010-09-18	1.2018	positive
2010-09-19	0.9088999999999999	positive
2010-09-20	0.026100000000000012	positive
2010-09-21	0.6396000000000001	positive
2010-09-22	0.03309999999999998	positive
2010-09-23	-1.2546	negative
2010-09-24	1.8838000000000001	positive
2010-09-25	-1.6876	negative
2010-09-26	0.0943	positive
2010-09-27	-1.1583	negative
2010-09-28	0.9665	positive
2010-09-29	-0.030100000000000016	negative
2010-09-30	-1.8622999999999998	negative
2010-10-01	-0.9687000000000001	negative
2010-10-02	2.4185	positive
2010-10-03	-1.1402	negative
2010-10-04	-2.0164	negative
2010-10-05	-0.2509	negative
2010-10-06	4.2107	positive
2010-10-07	-0.11909999999999987	negative
2010-10-08	-1.2273999999999998	negative
2010-10-09	-0.13080000000000003	negative
2010-10-10	-0.02820000000000006	negative
2010-10-11	-1.2514999999999998	negative
2010-10-12	1.5396999999999998	positive
2010-10-13	3.7167	positive
2010-10-14	2.4244000000000003	positive
2010-10-15	-1.071	negative
2010-10-16	0.7434	positive
2010-10-17	1.0535999999999999	positive
2010-10-18	0.5036999999999999	positive
2010-10-19	-0.45169999999999993	negative
2010-10-20	1.5985	positive
2010-10-21	2.2396000000000003	positive
2010-10-22	2.1374999999999997	positive
2010-10-23	-1.0034999999999998	negative
2010-10-24	-0.8371	negative
2010-10-25	-0.1948999999999999	negative
2010-10-26	-2.3842	negative
2010-10-27	-1.77	negative
2010-10-28	0.2763	positive
2010-10-29	-0.09159999999999996	negative
2010-10-30	-0.028699999999999948	negative
2010-10-31	-1.3069	negative
2010-11-01	1.4969000000000001	positive
2010-11-02	2.3491	positive
2010-11-03	-1.0419	negative
2010-11-04	2.4936	positive
2010-11-05	1.1347	positive
2010-11-06	1.591	positive
2010-11-07	0.017400000000000027	positive
2010-11-08	0.8761	positive
2010-11-09	0.0	neutral
2010-11-10	-1.6174000000000002	negative
2010-11-11	0.2840000000000001	positive
2010-11-12	2.8829000000000002	positive
2010-11-13	1.3070000000000002	positive
2010-11-14	1.467	positive
2010-11-15	1.2371	positive
2010-11-16	3.0987	positive
2010-11-17	0.9375999999999999	positive
2010-11-18	-1.3072	negative
2010-11-19	3.9260999999999995	positive
2010-11-20	0.15510000000000002	positive
2010-11-21	1.6743999999999999	positive
2010-11-22	0.6738	positive
2010-11-23	-0.5592	negative
2010-11-24	1.0250000000000001	positive
2010-11-25	1.7127999999999999	positive
2010-11-26	0.918	positive
2010-11-27	-0.10450000000000004	negative
2010-11-28	2.1462	positive
2010-11-29	-4.5065	negative
2010-11-30	-2.3436	negative
2010-12-01	-2.3571999999999997	negative
2010-12-02	-1.1055000000000001	negative
2010-12-03	2.9782	positive
2010-12-04	0.37970000000000004	positive
2010-12-05	-1.0253999999999999	negative
2010-12-06	0.6691	positive
2010-12-07	1.125	positive
2010-12-08	-1.5601	negative
2010-12-09	-2.3201	negative
2010-12-10	0.23719999999999997	positive
2010-12-11	-1.383	negative
2010-12-12	-1.5889	negative
2010-12-13	-0.4374	negative
2010-12-14	1.4868	positive
2010-12-15	4.1857999999999995	positive
2010-12-16	1.555	positive
2010-12-17	3.2793	positive
2010-12-18	-0.1040000000000002	negative
2010-12-19	0.4274	positive
2010-12-20	0.9269	positive
2010-12-21	-1.3018	negative
2010-12-22	-2.6977	negative
2010-12-23	1.1461999999999999	positive
2010-12-24	-2.3985000000000003	negative
2010-12-25	1.1514	positive
2010-12-26	-0.40859999999999985	negative
2010-12-27	-0.7757	negative
2010-12-28	-0.31969999999999993	negative
2010-12-29	-1.9062999999999999	negative
2010-12-30	-1.2625	negative
2010-12-31	-0.3806	negative
2011-01-01	1.9546	positive
2011-01-02	-3.6557000000000004	negative
2011-01-03	-2.9604000000000004	negative
2011-01-04	-1.1151	negative
2011-01-05	-0.20869999999999986	negative
2011-01-06	-2.9924	negative
2011-01-07	-0.13529999999999998	negative
2011-01-08	2.0627	positive
2011-01-09	-0.13129999999999997	negative
2011-01-10	0.12659999999999993	positive
2011-01-11	-1.8370999999999997	negative
2011-01-12	-1.8709000000000002	negative
2011-01-13	0.37049999999999994	positive
2011-01-14	-2.2525999999999997	negative
2011-01-15	0.6705	positive
2011-01-16	-1.0645	negative
2011-01-17	3.0929	positive
2011-01-18	1.0137	positive
2011-01-19	2.8484	positive
2011-01-20	6.398	positive
2011-01-21	1.7788	positive
2011-01-22	1.5658	positive
2011-01-23	-0.6561	negative
2011-01-24	-3.9849	negative
2011-01-25	-6.947	negative
2011-01-26	-2.1189	negative
2011-01-27	0.29870000000000024	positive
2011-01-28	-0.6805000000000002	negative
2011-01-29	-0.7864000000000001	negative
2011-01-30	-0.7317	negative
2011-01-31	0.9394000000000001	positive
2011-02-01	-0.7333000000000001	negative
2011-02-02	1.5360999999999998	positive
2011-02-03	2.6764	positive
2011-02-04	0.5247000000000002	positive
2011-02-05	0.09910000000000008	positive
2011-02-06	0.19989999999999997	positive
2011-02-07	-2.6889	negative
2011-02-08	3.8848	positive
2011-02-09	-0.6442999999999999	negative
2011-02-10	-2.58	negative
2011-02-11	0.5218999999999998	positive
2011-02-12	1.9068	positive
2011-02-13	-0.23249999999999998	negative
2011-02-14	-2.0974	negative
2011-02-15	2.4166	positive
2011-02-16	1.0151	positive
2011-02-17	13.9551	positive
2011-02-18	-0.019400000000000195	negative
2011-02-19	-1.438	negative
2011-02-20	-0.2155000000000002	negative
2011-02-21	1.984	positive
2011-02-22	3.9863999999999997	positive
2011-02-23	-0.8160999999999998	negative
2011-02-24	2.2193	positive
2011-02-25	0.6909	positive
2011-02-26	1.8327	positive
2011-02-27	-0.5672000000000001	negative
2011-02-28	2.5103	positive
2011-03-01	-0.43390000000000006	negative
2011-03-02	0.6398000000000001	positive
2011-03-03	2.7831	positive
2011-03-04	-0.1895	negative
2011-03-05	0.2773	positive
2011-03-06	-0.36669999999999986	negative
2011-03-07	-0.26220000000000004	negative
2011-03-08	-0.33209999999999995	negative
2011-03-09	1.7429000000000001	positive
2011-03-10	2.601	positive
2011-03-11	-0.2029999999999999	negative
2011-03-12	-0.16919999999999996	negative
2011-03-13	-0.9899000000000001	negative
2011-03-14	-1.7507	negative
2011-03-15	-0.8547	negative
2011-03-16	2.8691	positive
2011-03-17	-2.9154	negative
2011-03-18	-4.7677000000000005	negative
2011-03-19	-0.7750999999999999	negative
2011-03-20	-1.7820999999999998	negative
2011-03-21	0.6547999999999999	positive
2011-03-22	-1.0187	negative
2011-03-23	-2.6198	negative
2011-03-24	0.9015	positive
2011-03-25	-1.5318	negative
2011-03-26	1.0351	positive
2011-03-27	2.0027	positive
2011-03-28	-1.2129	negative
2011-03-29	-1.9467999999999999	negative
2011-03-30	-1.8267000000000002	negative
2011-03-31	2.6822	positive
2011-04-01	0.8896	positive
2011-04-02	-1.3908999999999998	negative
2011-04-03	3.1744999999999997	positive
2011-04-04	0.3316	positive
2011-04-05	5.1737	positive
2011-04-06	1.5846	positive
2011-04-07	-2.195	negative
2011-04-08	-1.1163999999999998	negative
2011-04-09	0.8400000000000001	positive
2011-04-10	0.3448	positive
2011-04-11	1.5828	positive
2011-04-12	-0.4892000000000001	negative
2011-04-13	0.12379999999999991	positive
2011-04-14	0.7613999999999999	positive
2011-04-15	-0.6275000000000001	negative
2011-04-16	-0.9488	negative
2011-04-17	-0.6376	negative
2011-04-18	2.6962	positive
2011-04-19	-3.0655	negative
2011-04-20	-3.9816000000000003	negative
2011-04-21	1.5645	positive
2011-04-22	-0.6274000000000001	negative
2011-04-23	-1.3155999999999999	negative
2011-04-24	-0.18469999999999998	negative
2011-04-25	5.5925	positive
2011-04-26	-0.10720000000000018	negative
2011-04-27	0.8923999999999999	positive
2011-04-28	0.7050000000000002	positive
2011-04-29	-0.24910000000000004	negative
2011-04-30	-0.45869999999999994	negative
2011-05-01	1.832	positive
2011-05-02	-0.3506	negative
2011-05-03	1.6219000000000001	positive
2011-05-04	0.8027000000000002	positive
2011-05-05	-3.3804	negative
2011-05-06	-0.27569999999999995	negative
2011-05-07	1.5734	positive
2011-05-08	1.2677	positive
2011-05-09	1.4183	positive
2011-05-10	3.4331	positive
2011-05-11	0.7355	positive
2011-05-12	2.7481	positive
2011-05-13	0.9086000000000001	positive
2011-05-14	-0.07929999999999993	negative
2011-05-15	0.5217999999999998	positive
2011-05-16	2.318	positive
2011-05-17	1.435	positive
2011-05-18	-2.3682000000000003	negative
2011-05-19	-2.1635	negative
2011-05-20	-0.038000000000000145	negative
2011-05-21	-1.4307	negative
2011-05-22	0.4721000000000001	positive
2011-05-23	0.053200000000000136	positive
2011-05-24	1.0705	positive
2011-05-25	-4.2971	negative
2011-05-26	2.5387	positive
2011-05-27	2.503	positive
2011-05-28	-2.3092	negative
2011-05-29	-0.8978	negative
2011-05-30	-3.3787000000000003	negative
2011-05-31	1.1494999999999997	positive
2011-06-01	2.4461	positive
2011-06-02	-1.8638000000000001	negative
2011-06-03	1.9492000000000003	positive
2011-06-04	2.1335	positive
2011-06-05	-0.4001	negative
2011-06-06	3.4441	positive
2011-06-07	-1.4929999999999999	negative
2011-06-08	0.07350000000000012	positive
2011-06-09	-1.0880999999999998	negative
2011-06-10	1.7554000000000003	positive
2011-06-11	0.17159999999999964	positive
2011-06-12	-0.7261	negative
2011-06-13	-2.0629	negative
2011-06-14	1.5764	positive
2011-06-15	-0.264	negative
2011-06-16	4.0367	positive
2011-06-17	1.0126	positive
2011-06-18	-0.7784	negative
2011-06-19	2.7327	positive
2011-06-20	-0.13739999999999988	negative
2011-06-21	-4.2701	negative
2011-06-22	0.6703999999999999	positive
2011-06-23	-2.3598	negative
2011-06-24	-2.5023	negative
2011-06-25	1.3238	positive
2011-06-26	1.6866	positive
2011-06-27	0.24420000000000003	positive
2011-06-28	-8.2203	negative
2011-06-29	-1.0031	negative
2011-06-30	1.8571	positive
2011-07-01	0.5394999999999999	positive
2011-07-02	-2.6374	negative
2011-07-03	3.6439	positive
2011-07-04	0.27970000000000006	positive
2011-07-05	-3.5315000000000003	negative
2011-07-06	2.2706000000000004	positive
2011-07-07	-0.02710000000000007	negative
2011-07-08	-2.467	negative
2011-07-09	-0.26180000000000003	negative
2011-07-10	3.1721000000000004	positive
2011-07-11	2.7565	positive
2011-07-12	5.599	positive
2011-07-13	2.7613	positive
2011-07-14	1.5646	positive
2011-07-15	1.0549	positive
2011-07-16	1.5303	positive
2011-07-17	0.8775	positive
2011-07-18	-0.2901	negative
2011-07-19	0.12759999999999994	positive
2011-07-20	1.6153000000000002	positive
2011-07-21	1.8607	positive
2011-07-22	0.3880000000000001	positive
2011-07-23	0.8129	positive
2011-07-24	0.8463000000000002	positive
2011-07-25	-1.8360999999999998	negative
2011-07-26	1.2187999999999999	positive
2011-07-27	0.3812000000000001	positive
2011-07-28	2.6846	positive
2011-07-29	-0.6727000000000001	negative
2011-07-30	-4.8548	negative
2011-07-31	-1.5235999999999998	negative
2011-08-01	0.16349999999999992	positive
2011-08-02	0.7494	positive
2011-08-03	0.5846999999999999	positive
2011-08-04	-4.9576	negative
2011-08-05	2.2166000000000006	positive
2011-08-06	-0.3482	negative
2011-08-07	2.3043	positive
2011-08-08	0.1398	positive
2011-08-09	3.7569	positive
2011-08-10	1.4674	positive
2011-08-11	2.9733	positive
2011-08-12	-0.7187000000000001	negative
2011-08-13	2.2134	positive
2011-08-14	1.3288	positive
2011-08-15	-2.256	negative
2011-08-16	4.6506	positive
2011-08-17	1.8844999999999998	positive
2011-08-18	3.1705	positive
2011-08-19	0.43100000000000005	positive
2011-08-20	3.79	positive
2011-08-21	-1.1395	negative
2011-08-22	-1.2961	negative
2011-08-23	2.5709	positive
2011-08-24	0.5397999999999998	positive
2011-08-25	1.2134	positive
2011-08-26	2.4056	positive
2011-08-27	0.4406000000000001	positive
2011-08-28	0.5909	positive
2011-08-29	1.6750000000000003	positive
2011-08-30	1.1591	positive
2011-08-31	0.9111	positive
2011-09-01	-3.3723	negative
2011-09-02	2.0418000000000003	positive
2011-09-03	0.18780000000000008	positive
2011-09-04	-1.6137	negative
2011-09-05	0.6607	positive
2011-09-06	1.1953	positive
2011-09-07	1.7520000000000002	positive
2011-09-08	-0.9292999999999999	negative
2011-09-09	2.3059000000000003	positive
2011-09-10	1.4277	positive
2011-09-11	-0.6869000000000002	negative
2011-09-12	-0.9884999999999999	negative
2011-09-13	-0.06509999999999996	negative
2011-09-14	-2.2321	negative
2011-09-15	1.9745000000000001	positive
2011-09-16	-2.2221	negative
2011-09-17	-0.8334999999999999	negative
2011-09-18	1.4417	positive
2011-09-19	-0.7066999999999998	negative
2011-09-20	-1.6218000000000001	negative
2011-09-21	1.8655	positive
2011-09-22	-2.8714	negative
2011-09-23	1.5011999999999999	positive
2011-09-24	0.8656	positive
2011-09-25	0.6301000000000001	positive
2011-09-26	0.35940000000000005	positive
2011-09-27	-0.23259999999999997	negative
2011-09-28	2.2935	positive
2011-09-29	0.6506999999999998	positive
2011-09-30	-2.7147	negative
2011-10-01	2.6822	positive
2011-10-02	0.1483	positive
2011-10-03	-0.9582999999999999	negative
2011-10-04	2.5818	positive
2011-10-05	-0.4086999999999999	negative
2011-10-06	-0.35080000000000006	negative
2011-10-07	3.0735	positive
2011-10-08	0.36130000000000007	positive
2011-10-09	0.7850999999999999	positive
2011-10-10	-1.0655	negative
2011-10-11	-0.5832999999999999	negative
2011-10-12	4.4172	positive
2011-10-13	-0.28699999999999987	negative
2011-10-14	-0.7407	negative
2011-10-15	-0.0023000000000000798	neutral
2011-10-16	1.5698	positive
2011-10-17	-0.8468	negative
2011-10-18	1.7484	positive
2011-10-19	0.29190000000000005	positive
2011-10-20	-0.3005	negative
2011-10-21	-1.5796	negative
2011-10-22	1.5899	positive
2011-10-23	-0.3905	negative
2011-10-24	-0.9181	negative
2011-10-25	2.285	positive
2011-10-26	-2.8164000000000002	negative
2011-10-27	-0.48160000000000014	negative
2011-10-28	2.0685	positive
2011-10-29	-0.2522	negative
2011-10-30	-0.8723	negative
2011-10-31	0.3409	positive
2011-11-01	0.28600000000000003	positive
2011-11-02	-0.6012	negative
2011-11-03	1.0541	positive
2011-11-04	-0.7334	negative
2011-11-05	-0.09809999999999991	negative
2011-11-06	-1.2090999999999998	negative
2011-11-07	3.0673000000000004	positive
2011-11-08	-2.0210999999999997	negative
2011-11-09	5.8132	positive
2011-11-10	2.0690999999999997	positive
2011-11-11	-0.08330000000000004	negative
2011-11-12	-1.8874	negative
2011-11-13	-5.2711	negative
2011-11-14	-0.5354	negative
2011-11-15	-0.812	negative
2011-11-16	3.3461	positive
2011-11-17	-0.24640000000000012	negative
2011-11-18	1.3389	positive
2011-11-19	2.3534	positive
2011-11-20	0.9028	positive
2011-11-21	-1.7128999999999999	negative
2011-11-22	0.2594000000000001	positive
2011-11-23	4.9296999999999995	positive
2011-11-24	2.2443999999999997	positive
2011-11-25	1.2479	positive
2011-11-26	0.3463	positive
2011-11-27	1.6010999999999997	positive
2011-11-28	2.4355	positive
2011-11-29	-0.7578000000000001	negative
2011-11-30	-0.9312000000000001	negative
2011-12-01	-1.2551	negative
2011-12-02	-1.7628	negative
2011-12-03	-2.2362	negative
2011-12-04	-2.3384	negative
2011-12-05	-0.1251000000000001	negative
2011-12-06	1.8883	positive
2011-12-07	-0.7489000000000001	negative
2011-12-08	-0.48839999999999983	negative
2011-12-09	-3.2188	negative
2011-12-10	-0.9673999999999999	negative
2011-12-11	0.17610000000000003	positive
2011-12-12	0.30350000000000005	positive
2011-12-13	-0.38839999999999997	negative
2011-12-14	1.2296	positive
2011-12-15	1.3237	positive
2011-12-16	-0.9360999999999999	negative
2011-12-17	2.6192	positive
2011-12-18	0.9948	positive
2011-12-19	2.5373	positive
2011-12-20	-0.5522999999999999	negative
2011-12-21	-1.3123	negative
2011-12-22	-1.5294	negative
2011-12-23	0.8012	positive
2011-12-24	1.851	positive
2011-12-25	0.7535000000000001	positive
2011-12-26	-1.8845	negative
2011-12-27	-0.9815000000000002	negative
2011-12-28	0.6605999999999999	positive
2011-12-29	2.301	positive
2011-12-30	0.4816	positive
2011-12-31	2.3608000000000002	positive
2012-01-01	-0.41280000000000017	negative
2012-01-02	1.3364999999999998	positive
2012-01-03	2.9504	positive
2012-01-04	0.38700000000000023	positive
2012-01-05	2.3792999999999997	positive
2012-01-06	0.16790000000000005	positive
2012-01-07	-0.08019999999999983	negative
2012-01-08	-0.3818	negative
2012-01-09	0.9208999999999999	positive
2012-01-10	-0.8135000000000001	negative
2012-01-11	3.1848	positive
2012-01-12	2.5985	positive
2012-01-13	3.5793	positive
2012-01-14	0.46230000000000004	positive
2012-01-15	-0.06280000000000005	negative
2012-01-16	0.009200000000000097	positive
2012-01-17	2.4548	positive
2012-01-18	2.0086	positive
2012-01-19	-0.1192000000000002	negative
2012-01-20	3.6308	positive
2012-01-21	4.3838	positive
2012-01-22	-1.0510000000000002	negative
2012-01-23	3.2228	positive
2012-01-24	-1.8887	negative
2012-01-25	0.1461	positive
2012-01-26	2.4783999999999997	positive
2012-01-27	2.9304	positive
2012-01-28	-1.752	negative
2012-01-29	-0.49649999999999994	negative
2012-01-30	0.6555	positive
2012-01-31	-0.7265000000000001	negative
2012-02-01	1.6431	positive
2012-02-02	0.8733000000000001	positive
2012-02-03	-0.4105	negative
2012-02-04	0.6212000000000001	positive
2012-02-05	2.0946000000000002	positive
2012-02-06	2.7070000000000003	positive
2012-02-07	-0.7232	negative
2012-02-08	-2.0809	negative
2012-02-09	-0.46810000000000007	negative
2012-02-10	-1.4944	negative
2012-02-11	0.04410000000000003	positive
2012-02-12	-6.9159	negative
2012-02-13	-0.5764000000000001	negative
2012-02-14	2.1231	positive
2012-02-15	-1.9731	negative
2012-02-16	-4.4334	negative
2012-02-17	-0.121	negative
2012-02-18	2.085	positive
2012-02-19	-0.38630000000000003	negative
2012-02-20	0.5382	positive
2012-02-21	-0.15520000000000012	negative
2012-02-22	2.5635	positive
2012-02-23	1.2123	positive
2012-02-24	-0.5610999999999998	negative
2012-02-25	0.6983	positive
2012-02-26	2.076	positive
2012-02-27	0.34489999999999993	positive
2012-02-28	1.3531	positive
2012-02-29	1.3656	positive
2012-03-01	0.5875000000000001	positive
2012-03-02	1.9216000000000002	positive
2012-03-03	1.2520000000000002	positive
2012-03-04	0.016100000000000003	positive
2012-03-05	0.7808999999999999	positive
2012-03-06	-0.2873	negative
2012-03-07	0.7288999999999999	positive
2012-03-08	-1.6444	negative
2012-03-09	-1.3426	negative
2012-03-10	0.6529000000000001	positive
2012-03-11	-1.2949	negative
2012-03-12	1.0403000000000002	positive
2012-03-13	0.16859999999999997	positive
2012-03-14	1.1052	positive
2012-03-15	-3.1525	negative
2012-03-16	-1.8761999999999996	negative
2012-03-17	3.6501	positive
2012-03-18	-1.1926	negative
2012-03-19	-0.32900000000000007	negative
2012-03-20	2.0213	positive
2012-03-21	2.5292	positive
2012-03-22	1.9292000000000002	positive
2012-03-23	0.9316000000000002	positive
2012-03-24	0.5477999999999998	positive
2012-03-25	-0.9768000000000001	negative
2012-03-26	1.0338	positive
2012-03-27	-0.2841	negative
2012-03-28	3.8475999999999995	positive
2012-03-29	-1.1776	negative
2012-03-30	1.0482	positive
2012-03-31	1.3769	positive
2012-04-01	-0.5388999999999999	negative
2012-04-02	4.6477	positive
2012-04-03	2.5454	positive
2012-04-04	0.736	positive
2012-04-05	-0.7560000000000001	negative
2012-04-06	-0.10509999999999997	negative
2012-04-07	-0.9115	negative
2012-04-08	0.3636999999999999	positive
2012-04-09	0.748	positive
2012-04-10	1.5861	positive
2012-04-11	-0.9449000000000001	negative
2012-04-12	-3.7186	negative
2012-04-13	-0.011100000000000027	negative
2012-04-14	1.6867999999999999	positive
2012-04-15	-1.5658	negative
2012-04-16	1.0090999999999999	positive
2012-04-17	-0.2561999999999999	negative
2012-04-18	3.0778	positive
2012-04-19	-1.2989	negative
2012-04-20	-1.5422	negative
2012-04-21	-1.4201000000000001	negative
2012-04-22	-0.468	negative
2012-04-23	1.3351	positive
2012-04-24	2.3573	positive
2012-04-25	-2.354	negative
2012-04-26	3.0927	positive
2012-04-27	-2.4795	negative
2012-04-28	0.29180000000000006	positive
2012-04-29	-1.4048000000000003	negative
2012-04-30	-1.4554999999999998	negative
2012-05-01	-3.2958	negative
2012-05-02	2.2763999999999998	positive
2012-05-03	0.4161000000000001	positive
2012-05-04	1.0271000000000001	positive
2012-05-05	-0.09140000000000012	negative
2012-05-06	1.3447	positive
2012-05-07	0.28239999999999976	positive
2012-05-08	-2.5055	negative
2012-05-09	0.4405000000000001	positive
2012-05-10	2.0191	positive
2012-05-11	10.5822	positive
2012-05-12	-0.9606	negative
2012-05-13	-0.7153999999999999	negative
2012-05-14	1.4345	positive
2012-05-15	-0.6766999999999999	negative
2012-05-16	2.1302000000000003	positive
2012-05-17	-1.5934	negative
2012-05-18	-1.5334999999999996	negative
2012-05-19	-0.8167	negative
2012-05-20	0.2240000000000001	positive
2012-05-21	-2.578	negative
2012-05-22	-0.3687	negative
2012-05-23	2.9101	positive
2012-05-24	2.1262	positive
2012-05-25	0.8371999999999999	positive
2012-05-26	-0.42819999999999997	negative
2012-05-27	-0.6695	negative
2012-05-28	0.44120000000000004	positive
2012-05-29	0.819	positive
2012-05-30	-1.8886999999999998	negative
2012-05-31	0.9001000000000001	positive
2012-06-01	0.6335999999999999	positive
2012-06-02	1.0447	positive
2012-06-03	0.5752999999999999	positive
2012-06-04	1.0007	positive
2012-06-05	-1.9858000000000002	negative
2012-06-06	3.6045	positive
2012-06-07	0.42980000000000007	positive
2012-06-08	-1.9918	negative
2012-06-09	1.457	positive
2012-06-10	0.7875000000000001	positive
2012-06-11	0.8449	positive
2012-06-12	-0.6595	negative
2012-06-13	0.43240000000000006	positive
2012-06-14	-3.4181999999999997	negative
2012-06-15	-3.1887000000000003	negative
2012-06-16	4.1331999999999995	positive
2012-06-17	0.8845	positive
2012-06-18	3.2512	positive
2012-06-19	-0.7566999999999999	negative
2012-06-20	-1.7265000000000001	negative
2012-06-21	-1.7664	negative
2012-06-22	-0.5767000000000001	negative
2012-06-23	3.0555	positive
2012-06-24	-3.4575	negative
2012-06-25	-1.1606999999999998	negative
2012-06-26	-0.2344	negative
2012-06-27	-1.1818	negative
2012-06-28	-0.8287	negative
2012-06-29	0.7433000000000001	positive
2012-06-30	1.6503999999999999	positive
2012-07-01	1.9562	positive
2012-07-02	0.8685999999999998	positive
2012-07-03	-0.6547000000000001	negative
2012-07-04	-3.0928	negative
2012-07-05	0.00759999999999994	positive
2012-07-06	-0.43339999999999995	negative
2012-07-07	-0.636	negative
2012-07-08	-0.05830000000000002	negative
2012-07-09	2.4189	positive
2012-07-10	0.8680999999999999	positive
2012-07-11	1.5365000000000002	positive
2012-07-12	0.05619999999999992	positive
2012-07-13	0.8129	positive
2012-07-14	-0.45699999999999996	negative
2012-07-15	-0.1059	negative
2012-07-16	-0.09660000000000002	negative
2012-07-17	0.8147	positive
2012-07-18	-0.8305	negative
2012-07-19	0.018899999999999806	positive
2012-07-20	0.07640000000000004	positive
2012-07-21	0.8626999999999999	positive
2012-07-22	-2.0811	negative
2012-07-23	1.0141	positive
2012-07-24	-0.6243	negative
2012-07-25	-0.4928000000000001	negative
2012-07-26	-1.3592999999999997	negative
2012-07-27	1.8703000000000003	positive
2012-07-28	-0.7871000000000001	negative
2012-07-29	-0.5322	negative
2012-07-30	1.288	positive
2012-07-31	3.0938	positive
2012-08-01	-1.6155	negative
2012-08-02	0.5761	positive
2012-08-03	2.1133	positive
2012-08-04	2.7326	positive
2012-08-05	0.19740000000000002	positive
2012-08-06	-1.2375	negative
2012-08-07	-1.3887	negative
2012-08-08	-1.286	negative
2012-08-09	-2.0023999999999997	negative
2012-08-10	-0.30519999999999997	negative
2012-08-11	-1.7069999999999999	negative
2012-08-12	0.254	positive
2012-08-13	-0.08870000000000011	negative
2012-08-14	0.34049999999999997	positive
2012-08-15	-0.2802	negative
2012-08-16	2.3377	positive
2012-08-17	-0.6519999999999999	negative
2012-08-18	-0.6921000000000002	negative
2012-08-19	-1.3538000000000001	negative
2012-08-20	-0.7197	negative
2012-08-21	1.7565	positive
2012-08-22	0.6834	positive
2012-08-23	-0.5794999999999998	negative
2012-08-24	-0.21799999999999992	negative
2012-08-25	4.3892	positive
2012-08-26	1.6796	positive
2012-08-27	-0.8158999999999998	negative
2012-08-28	0.2422999999999999	positive
2012-08-29	3.3844	positive
2012-08-30	0.35900000000000004	positive
2012-08-31	2.4065	positive
2012-09-01	-0.25649999999999995	negative
2012-09-02	3.5622999999999996	positive
2012-09-03	-0.6716	negative
2012-09-04	-0.20379999999999987	negative
2012-09-05	1.4849	positive
2012-09-06	-2.6478	negative
2012-09-07	-2.9228	negative
2012-09-08	0.6636	positive
2012-09-09	0.7961	positive
2012-09-10	2.4042	positive
2012-09-11	-0.20140000000000008	negative
2012-09-12	-0.3718999999999999	negative
2012-09-13	2.5656	positive
2012-09-14	-1.1269	negative
2012-09-15	0.24049999999999994	positive
2012-09-16	-0.6493999999999998	negative
2012-09-17	-2.6038	negative
2012-09-18	-0.5881000000000001	negative
2012-09-19	-1.067	negative
2012-09-20	4.9597	positive
2012-09-21	4.0453	positive
2012-09-22	-0.4371999999999999	negative
2012-09-23	0.4404	positive
2012-09-24	1.1002	positive
2012-09-25	0.7513	positive
2012-09-26	-0.4385999999999999	negative
2012-09-27	1.6235	positive
2012-09-28	2.6206	positive
2012-09-29	-0.8379	negative
2012-09-30	2.0934999999999997	positive
2012-10-01	-1.3992	negative
2012-10-02	0.8777000000000001	positive
2012-10-03	0.40769999999999973	positive
2012-10-04	1.0852	positive
2012-10-05	2.267	positive
2012-10-06	1.652	positive
2012-10-07	3.8366	positive
2012-10-08	-1.5137999999999998	negative
2012-10-09	-0.3135999999999997	negative
2012-10-10	0.3244000000000001	positive
2012-10-11	1.429	positive
2012-10-12	1.2499000000000002	positive
2012-10-13	-3.6464	negative
2012-10-14	-1.2916	negative
2012-10-15	-2.4844999999999997	negative
2012-10-16	0.894	positive
2012-10-17	-1.1486	negative
2012-10-18	-0.41409999999999997	negative
2012-10-19	-0.5916999999999999	negative
2012-10-20	-0.34699999999999986	negative
2012-10-21	-0.6192	negative
2012-10-22	1.3605	positive
2012-10-23	0.37529999999999997	positive
2012-10-24	-1.1774	negative
2012-10-25	-0.5044	negative
2012-10-26	3.9772999999999996	positive
2012-10-27	1.1196	positive
2012-10-28	1.6255	positive
2012-10-29	2.2006	positive
2012-10-30	1.1829	positive
2012-10-31	4.4822999999999995	positive
2012-11-01	1.1457	positive
2012-11-02	0.2863999999999999	positive
2012-11-03	-0.28690000000000004	negative
2012-11-04	-3.1199	negative
2012-11-05	-0.31760000000000005	negative
2012-11-06	0.9410000000000003	positive
2012-11-07	-3.7595	negative
2012-11-08	1.5185999999999997	positive
2012-11-09	-1.9443999999999997	negative
2012-11-10	2.4043	positive
2012-11-11	-0.5071999999999999	negative
